start,end,direction,height,high,low
2021-01-04 10:07:00,2021-01-04 22:35:00,1,57.0,2432.0,2375.0
2021-01-04 22:35:00,2021-01-05 11:16:00,-1,31.0,2432.0,2401.0
2021-01-05 11:16:00,2021-01-06 09:20:00,1,45.0,2446.0,2401.0
2021-01-06 09:20:00,2021-01-06 22:37:00,-1,106.0,2446.0,2340.0
2021-01-06 22:37:00,2021-01-07 11:19:00,1,53.0,2393.0,2340.0
2021-01-07 11:19:00,2021-01-08 13:37:00,-1,94.0,2393.0,2299.0
2021-01-08 13:37:00,2021-01-11 10:37:00,1,75.0,2374.0,2299.0
2021-01-11 10:37:00,2021-01-11 22:57:00,-1,101.0,2374.0,2273.0
2021-01-11 22:57:00,2021-01-12 13:52:00,1,87.0,2360.0,2273.0
2021-01-12 13:52:00,2021-01-12 21:19:00,-1,29.0,2360.0,2331.0
2021-01-12 21:19:00,2021-01-13 13:51:00,1,58.0,2389.0,2331.0
2021-01-13 13:51:00,2021-01-14 09:07:00,-1,57.0,2389.0,2332.0
2021-01-14 09:07:00,2021-01-14 09:42:00,1,22.0,2354.0,2332.0
2021-01-14 09:42:00,2021-01-14 11:03:00,-1,41.0,2354.0,2313.0
2021-01-14 11:03:00,2021-01-14 22:16:00,1,36.0,2349.0,2313.0
2021-01-14 22:16:00,2021-01-15 13:50:00,-1,64.0,2349.0,2285.0
2021-01-15 13:50:00,2021-01-18 21:04:00,1,69.0,2354.0,2285.0
2021-01-18 21:04:00,2021-01-19 21:31:00,-1,66.0,2354.0,2288.0
2021-01-19 21:31:00,2021-01-20 09:21:00,1,33.0,2321.0,2288.0
2021-01-20 09:21:00,2021-01-20 21:33:00,-1,57.0,2321.0,2264.0
2021-01-20 21:33:00,2021-01-21 21:10:00,1,74.0,2338.0,2264.0
2021-01-21 21:10:00,2021-01-22 09:26:00,-1,22.0,2338.0,2316.0
2021-01-22 09:26:00,2021-01-22 11:16:00,1,31.0,2347.0,2316.0
2021-01-22 11:16:00,2021-01-25 11:20:00,-1,70.0,2347.0,2277.0
2021-01-25 11:20:00,2021-01-25 14:16:00,1,21.0,2298.0,2277.0
2021-01-25 14:16:00,2021-01-26 10:02:00,-1,27.0,2298.0,2271.0
2021-01-26 10:02:00,2021-01-26 11:08:00,1,18.0,2289.0,2271.0
2021-01-26 11:08:00,2021-01-26 14:57:00,-1,50.0,2289.0,2239.0
2021-01-26 14:57:00,2021-01-27 14:37:00,1,21.0,2260.0,2239.0
2021-01-27 14:37:00,2021-01-28 09:01:00,-1,31.0,2260.0,2229.0
2021-01-28 09:01:00,2021-01-29 13:51:00,1,87.0,2316.0,2229.0
2021-01-29 13:51:00,2021-01-29 14:58:00,-1,24.0,2316.0,2292.0
2021-01-29 14:58:00,2021-01-29 22:14:00,1,34.0,2326.0,2292.0
2021-01-29 22:14:00,2021-02-01 14:11:00,-1,37.0,2326.0,2289.0
2021-02-01 14:11:00,2021-02-01 21:28:00,1,19.0,2308.0,2289.0
2021-02-01 21:28:00,2021-02-02 10:46:00,-1,46.0,2308.0,2262.0
2021-02-02 10:46:00,2021-02-02 11:16:00,1,13.0,2275.0,2262.0
2021-02-02 11:16:00,2021-02-02 13:32:00,-1,23.0,2275.0,2252.0
2021-02-02 13:32:00,2021-02-02 14:31:00,1,30.0,2282.0,2252.0
2021-02-02 14:31:00,2021-02-03 11:29:00,-1,50.0,2282.0,2232.0
2021-02-03 11:29:00,2021-02-04 21:17:00,1,101.0,2333.0,2232.0
2021-02-04 21:17:00,2021-02-04 22:33:00,-1,26.0,2333.0,2307.0
2021-02-04 22:33:00,2021-02-08 09:06:00,1,50.0,2357.0,2307.0
2021-02-08 09:06:00,2021-02-08 23:00:00,-1,53.0,2357.0,2304.0
2021-02-08 23:00:00,2021-02-09 14:41:00,1,34.0,2338.0,2304.0
2021-02-09 14:41:00,2021-02-10 15:00:00,-1,88.0,2338.0,2250.0
2021-02-10 15:00:00,2021-02-18 22:31:00,1,162.0,2412.0,2250.0
2021-02-18 22:31:00,2021-02-19 10:41:00,-1,68.0,2412.0,2344.0
2021-02-19 10:41:00,2021-02-22 09:28:00,1,119.0,2463.0,2344.0
2021-02-22 09:28:00,2021-02-22 21:30:00,-1,51.0,2463.0,2412.0
2021-02-22 21:30:00,2021-02-23 14:02:00,1,74.0,2486.0,2412.0
2021-02-23 14:02:00,2021-02-23 22:48:00,-1,55.0,2486.0,2431.0
2021-02-23 22:48:00,2021-02-25 13:56:00,1,132.0,2563.0,2431.0
2021-02-25 13:56:00,2021-02-26 09:51:00,-1,117.0,2563.0,2446.0
2021-02-26 09:51:00,2021-02-26 10:48:00,1,34.0,2480.0,2446.0
2021-02-26 10:48:00,2021-02-26 13:36:00,-1,26.0,2480.0,2454.0
2021-02-26 13:36:00,2021-02-26 14:12:00,1,45.0,2499.0,2454.0
2021-02-26 14:12:00,2021-02-26 21:11:00,-1,50.0,2499.0,2449.0
2021-02-26 21:11:00,2021-03-01 09:01:00,1,129.000244140625,2578.000244140625,2449.0
2021-03-01 09:01:00,2021-03-01 13:44:00,-1,86.000244140625,2578.000244140625,2492.0
2021-03-01 13:44:00,2021-03-01 14:43:00,1,35.0,2527.0,2492.0
2021-03-01 14:43:00,2021-03-02 09:45:00,-1,58.0,2527.0,2469.0
2021-03-02 09:45:00,2021-03-02 22:42:00,1,117.000244140625,2586.000244140625,2469.0
2021-03-02 22:42:00,2021-03-04 21:09:00,-1,106.000244140625,2586.000244140625,2480.0
2021-03-04 21:09:00,2021-03-08 09:03:00,1,190.000244140625,2670.000244140625,2480.0
2021-03-08 09:03:00,2021-03-08 21:24:00,-1,95.0,2670.000244140625,2575.000244140625
2021-03-08 21:24:00,2021-03-08 22:05:00,1,44.0,2619.000244140625,2575.000244140625
2021-03-08 22:05:00,2021-03-09 09:35:00,-1,27.0,2619.000244140625,2592.000244140625
2021-03-09 09:35:00,2021-03-09 13:47:00,1,35.0,2627.000244140625,2592.000244140625
2021-03-09 13:47:00,2021-03-10 10:39:00,-1,166.000244140625,2627.000244140625,2461.0
2021-03-10 10:39:00,2021-03-10 11:15:00,1,38.0,2499.0,2461.0
2021-03-10 11:15:00,2021-03-10 22:33:00,-1,53.0,2499.0,2446.0
2021-03-10 22:33:00,2021-03-11 09:01:00,1,21.0,2467.0,2446.0
2021-03-11 09:01:00,2021-03-11 09:30:00,-1,44.0,2467.0,2423.0
2021-03-11 09:30:00,2021-03-11 21:39:00,1,57.0,2480.0,2423.0
2021-03-11 21:39:00,2021-03-12 10:50:00,-1,49.0,2480.0,2431.0
2021-03-12 10:50:00,2021-03-15 09:50:00,1,44.0,2475.0,2431.0
2021-03-15 09:50:00,2021-03-15 11:30:00,-1,66.0,2475.0,2409.0
2021-03-15 11:30:00,2021-03-16 13:55:00,1,59.0,2468.0,2409.0
2021-03-16 13:55:00,2021-03-17 11:16:00,-1,61.0,2468.0,2407.0
2021-03-17 11:16:00,2021-03-17 14:23:00,1,40.0,2447.0,2407.0
2021-03-17 14:23:00,2021-03-18 09:34:00,-1,64.0,2447.0,2383.0
2021-03-18 09:34:00,2021-03-18 10:57:00,1,42.0,2425.0,2383.0
2021-03-18 10:57:00,2021-03-19 14:19:00,-1,132.0,2425.0,2293.0
2021-03-19 14:19:00,2021-03-22 21:27:00,1,54.0,2347.0,2293.0
2021-03-22 21:27:00,2021-03-22 22:29:00,-1,18.0,2347.0,2329.0
2021-03-22 22:29:00,2021-03-23 13:36:00,1,32.0,2361.0,2329.0
2021-03-23 13:36:00,2021-03-23 21:18:00,-1,33.0,2361.0,2328.0
2021-03-23 21:18:00,2021-03-23 22:21:00,1,19.0,2347.0,2328.0
2021-03-23 22:21:00,2021-03-24 09:01:00,-1,20.0,2347.0,2327.0
2021-03-24 09:01:00,2021-03-24 14:30:00,1,32.0,2359.0,2327.0
2021-03-24 14:30:00,2021-03-25 10:50:00,-1,42.0,2359.0,2317.0
2021-03-25 10:50:00,2021-03-29 09:01:00,1,70.0,2387.0,2317.0
2021-03-29 09:01:00,2021-03-29 13:41:00,-1,34.0,2387.0,2353.0
2021-03-29 13:41:00,2021-03-30 09:15:00,1,73.0,2426.0,2353.0
2021-03-30 09:15:00,2021-03-30 21:02:00,-1,27.0,2426.0,2399.0
2021-03-30 21:02:00,2021-03-30 22:42:00,1,16.0,2415.0,2399.0
2021-03-30 22:42:00,2021-04-01 09:01:00,-1,71.0,2415.0,2344.0
2021-04-01 09:01:00,2021-04-06 09:21:00,1,101.0,2445.0,2344.0
2021-04-06 09:21:00,2021-04-06 11:15:00,-1,34.0,2445.0,2411.0
2021-04-06 11:15:00,2021-04-06 22:22:00,1,54.0,2465.0,2411.0
2021-04-06 22:22:00,2021-04-09 11:00:00,-1,62.0,2465.0,2403.0
2021-04-09 11:00:00,2021-04-09 14:16:00,1,51.0,2454.0,2403.0
2021-04-09 14:16:00,2021-04-12 14:08:00,-1,118.0,2454.0,2336.0
2021-04-12 14:08:00,2021-04-13 21:16:00,1,54.0,2390.0,2336.0
2021-04-13 21:16:00,2021-04-14 09:40:00,-1,37.0,2390.0,2353.0
2021-04-14 09:40:00,2021-04-14 21:10:00,1,44.0,2397.0,2353.0
2021-04-14 21:10:00,2021-04-15 10:47:00,-1,21.0,2397.0,2376.0
2021-04-15 10:47:00,2021-04-16 09:33:00,1,103.0,2479.0,2376.0
2021-04-16 09:33:00,2021-04-16 22:06:00,-1,35.0,2479.0,2444.0
2021-04-16 22:06:00,2021-04-19 10:53:00,1,36.0,2480.0,2444.0
2021-04-19 10:53:00,2021-04-19 14:07:00,-1,16.0,2480.0,2464.0
2021-04-19 14:07:00,2021-04-19 21:09:00,1,27.0,2491.0,2464.0
2021-04-19 21:09:00,2021-04-20 10:50:00,-1,39.0,2491.0,2452.0
2021-04-20 10:50:00,2021-04-20 14:05:00,1,24.0,2476.0,2452.0
2021-04-20 14:05:00,2021-04-21 10:08:00,-1,77.0,2476.0,2399.0
2021-04-21 10:08:00,2021-04-21 13:51:00,1,28.0,2427.0,2399.0
2021-04-21 13:51:00,2021-04-21 21:12:00,-1,34.0,2427.0,2393.0
2021-04-21 21:12:00,2021-04-21 22:41:00,1,48.0,2441.0,2393.0
2021-04-21 22:41:00,2021-04-23 11:03:00,-1,69.0,2441.0,2372.0
2021-04-23 11:03:00,2021-04-26 10:36:00,1,92.0,2464.0,2372.0
2021-04-26 10:36:00,2021-04-26 14:03:00,-1,42.0,2464.0,2422.0
2021-04-26 14:03:00,2021-04-27 13:56:00,1,62.0,2484.0,2422.0
2021-04-27 13:56:00,2021-04-28 10:07:00,-1,79.0,2484.0,2405.0
2021-04-28 10:07:00,2021-04-28 21:37:00,1,53.0,2458.0,2405.0
2021-04-28 21:37:00,2021-04-29 09:03:00,-1,30.0,2458.0,2428.0
2021-04-29 09:03:00,2021-04-29 10:32:00,1,27.0,2455.0,2428.0
2021-04-29 10:32:00,2021-04-29 11:10:00,-1,19.0,2455.0,2436.0
2021-04-29 11:10:00,2021-04-29 21:21:00,1,63.0,2499.0,2436.0
2021-04-29 21:21:00,2021-04-29 22:40:00,-1,60.0,2499.0,2439.0
2021-04-29 22:40:00,2021-05-06 11:17:00,1,109.0,2548.0,2439.0
2021-05-06 11:17:00,2021-05-06 14:21:00,-1,23.0,2548.0,2525.0
2021-05-06 14:21:00,2021-05-07 10:43:00,1,60.000244140625,2585.000244140625,2525.0
2021-05-07 10:43:00,2021-05-07 21:35:00,-1,38.000244140625,2585.000244140625,2547.0
2021-05-07 21:35:00,2021-05-10 09:09:00,1,71.000244140625,2618.000244140625,2547.0
2021-05-10 09:09:00,2021-05-11 09:02:00,-1,91.000244140625,2618.000244140625,2527.0
2021-05-11 09:02:00,2021-05-13 09:33:00,1,325.000244140625,2852.000244140625,2527.0
2021-05-13 09:33:00,2021-05-13 13:49:00,-1,163.0,2852.000244140625,2689.000244140625
2021-05-13 13:49:00,2021-05-13 22:30:00,1,137.0,2826.000244140625,2689.000244140625
2021-05-13 22:30:00,2021-05-14 13:36:00,-1,180.0,2826.000244140625,2646.000244140625
2021-05-14 13:36:00,2021-05-14 21:29:00,1,147.0,2793.000244140625,2646.000244140625
2021-05-14 21:29:00,2021-05-17 14:05:00,-1,128.0,2793.000244140625,2665.000244140625
2021-05-17 14:05:00,2021-05-17 14:57:00,1,25.0,2690.000244140625,2665.000244140625
2021-05-17 14:57:00,2021-05-17 21:08:00,-1,28.0,2690.000244140625,2662.000244140625
2021-05-17 21:08:00,2021-05-17 21:36:00,1,36.0,2698.000244140625,2662.000244140625
2021-05-17 21:36:00,2021-05-17 22:14:00,-1,19.0,2698.000244140625,2679.000244140625
2021-05-17 22:14:00,2021-05-18 09:08:00,1,47.0,2726.000244140625,2679.000244140625
2021-05-18 09:08:00,2021-05-19 10:06:00,-1,98.0,2726.000244140625,2628.000244140625
2021-05-19 10:06:00,2021-05-19 14:06:00,1,48.0,2676.000244140625,2628.000244140625
2021-05-19 14:06:00,2021-05-19 22:49:00,-1,170.000244140625,2676.000244140625,2506.0
2021-05-19 22:49:00,2021-05-20 13:39:00,1,82.000244140625,2588.000244140625,2506.0
2021-05-20 13:39:00,2021-05-20 22:19:00,-1,87.000244140625,2588.000244140625,2501.0
2021-05-20 22:19:00,2021-05-20 23:00:00,1,31.0,2532.0,2501.0
2021-05-20 23:00:00,2021-05-21 10:00:00,-1,34.0,2532.0,2498.0
2021-05-21 10:00:00,2021-05-21 13:31:00,1,48.0,2546.0,2498.0
2021-05-21 13:31:00,2021-05-21 14:31:00,-1,31.0,2546.0,2515.0
2021-05-21 14:31:00,2021-05-21 21:06:00,1,34.0,2549.0,2515.0
2021-05-21 21:06:00,2021-05-21 22:57:00,-1,44.0,2549.0,2505.0
2021-05-21 22:57:00,2021-05-24 09:50:00,1,72.0,2577.0,2505.0
2021-05-24 09:50:00,2021-05-24 11:09:00,-1,26.0,2577.0,2551.0
2021-05-24 11:09:00,2021-05-24 21:05:00,1,62.0,2613.0,2551.0
2021-05-24 21:05:00,2021-05-24 22:43:00,-1,44.0,2613.0,2569.0
2021-05-24 22:43:00,2021-05-25 10:45:00,1,58.0,2627.0,2569.0
2021-05-25 10:45:00,2021-05-25 14:06:00,-1,52.0,2627.0,2575.0
2021-05-25 14:06:00,2021-05-25 14:47:00,1,21.0,2596.0,2575.0
2021-05-25 14:47:00,2021-05-25 21:11:00,-1,28.0,2596.0,2568.0
2021-05-25 21:11:00,2021-05-26 09:11:00,1,31.0,2599.0,2568.0
2021-05-26 09:11:00,2021-05-26 11:21:00,-1,49.0,2599.0,2550.0
2021-05-26 11:21:00,2021-05-26 15:00:00,1,145.0,2695.0,2550.0
2021-05-26 15:00:00,2021-05-27 15:00:00,-1,124.0,2695.0,2571.0
2021-05-27 15:00:00,2021-05-28 09:47:00,1,68.0,2639.0,2571.0
2021-05-28 09:47:00,2021-05-31 10:46:00,-1,90.0,2639.0,2549.0
2021-05-31 10:46:00,2021-05-31 14:16:00,1,32.0,2581.0,2549.0
2021-05-31 14:16:00,2021-05-31 21:10:00,-1,44.0,2581.0,2537.0
2021-05-31 21:10:00,2021-06-01 09:47:00,1,44.0,2581.0,2537.0
2021-06-01 09:47:00,2021-06-01 11:07:00,-1,34.0,2581.0,2547.0
2021-06-01 11:07:00,2021-06-01 21:16:00,1,54.0,2601.0,2547.0
2021-06-01 21:16:00,2021-06-02 21:15:00,-1,103.0,2601.0,2498.0
