start,end,direction,height,high,low
2021-01-04 22:30:00,2021-01-05 11:15:00,-1,31.0,2432.0,2401.0
2021-01-05 11:15:00,2021-01-06 09:15:00,1,45.0,2446.0,2401.0
2021-01-06 09:15:00,2021-01-06 22:30:00,-1,106.0,2446.0,2340.0
2021-01-06 22:30:00,2021-01-07 11:15:00,1,53.0,2393.0,2340.0
2021-01-07 11:15:00,2021-01-08 11:30:00,-1,94.0,2393.0,2299.0
2021-01-08 11:30:00,2021-01-11 10:15:00,1,75.0,2374.0,2299.0
2021-01-11 10:15:00,2021-01-11 22:45:00,-1,101.0,2374.0,2273.0
2021-01-11 22:45:00,2021-01-12 13:45:00,1,87.0,2360.0,2273.0
2021-01-12 13:45:00,2021-01-12 21:15:00,-1,29.0,2360.0,2331.0
2021-01-12 21:15:00,2021-01-13 13:45:00,1,58.0,2389.0,2331.0
2021-01-13 13:45:00,2021-01-14 11:00:00,-1,76.0,2389.0,2313.0
2021-01-14 11:00:00,2021-01-14 22:15:00,1,36.0,2349.0,2313.0
2021-01-14 22:15:00,2021-01-15 13:45:00,-1,64.0,2349.0,2285.0
2021-01-15 13:45:00,2021-01-18 21:01:00,1,69.0,2354.0,2285.0
2021-01-18 21:01:00,2021-01-19 21:30:00,-1,66.0,2354.0,2288.0
2021-01-19 21:30:00,2021-01-20 09:15:00,1,33.0,2321.0,2288.0
2021-01-20 09:15:00,2021-01-20 21:30:00,-1,57.0,2321.0,2264.0
2021-01-20 21:30:00,2021-01-22 11:15:00,1,83.0,2347.0,2264.0
2021-01-22 11:15:00,2021-01-26 14:45:00,-1,108.0,2347.0,2239.0
2021-01-28 09:01:00,2021-01-29 22:00:00,1,97.0,2326.0,2229.0
2021-01-29 22:00:00,2021-02-03 11:15:00,-1,94.0,2326.0,2232.0
2021-02-03 11:15:00,2021-02-05 11:00:00,1,105.0,2337.0,2232.0
2021-02-05 11:00:00,2021-02-05 21:15:00,-1,20.0,2337.0,2317.0
2021-02-05 21:15:00,2021-02-08 09:01:00,1,40.0,2357.0,2317.0
2021-02-08 09:01:00,2021-02-08 23:00:00,-1,53.0,2357.0,2304.0
2021-02-08 23:00:00,2021-02-09 14:30:00,1,34.0,2338.0,2304.0
2021-02-09 14:30:00,2021-02-10 15:00:00,-1,88.0,2338.0,2250.0
2021-02-10 15:00:00,2021-02-18 22:30:00,1,162.0,2412.0,2250.0
2021-02-18 22:30:00,2021-02-19 10:15:00,-1,68.0,2412.0,2344.0
2021-02-19 10:15:00,2021-02-19 14:15:00,1,55.0,2399.0,2344.0
2021-02-19 14:15:00,2021-02-19 21:15:00,-1,27.0,2399.0,2372.0
2021-02-19 21:15:00,2021-02-22 09:15:00,1,91.0,2463.0,2372.0
2021-02-22 09:15:00,2021-02-22 21:30:00,-1,51.0,2463.0,2412.0
2021-02-22 21:30:00,2021-02-23 14:00:00,1,74.0,2486.0,2412.0
2021-02-23 14:00:00,2021-02-23 22:45:00,-1,55.0,2486.0,2431.0
2021-02-23 22:45:00,2021-02-25 13:45:00,1,132.0,2563.0,2431.0
2021-02-25 13:45:00,2021-02-26 09:45:00,-1,117.0,2563.0,2446.0
2021-02-26 09:45:00,2021-03-01 09:01:00,1,132.000244140625,2578.000244140625,2446.0
2021-03-01 09:01:00,2021-03-02 09:45:00,-1,109.000244140625,2578.000244140625,2469.0
2021-03-02 09:45:00,2021-03-02 22:30:00,1,117.000244140625,2586.000244140625,2469.0
2021-03-02 22:30:00,2021-03-03 14:15:00,-1,85.000244140625,2586.000244140625,2501.0
2021-03-03 14:15:00,2021-03-03 21:01:00,1,50.0,2551.0,2501.0
2021-03-03 21:01:00,2021-03-04 21:01:00,-1,71.0,2551.0,2480.0
2021-03-04 21:01:00,2021-03-08 09:01:00,1,190.000244140625,2670.000244140625,2480.0
2021-03-08 09:01:00,2021-03-08 21:15:00,-1,95.0,2670.000244140625,2575.000244140625
2021-03-08 21:15:00,2021-03-09 13:45:00,1,52.0,2627.000244140625,2575.000244140625
2021-03-09 13:45:00,2021-03-11 09:30:00,-1,204.000244140625,2627.000244140625,2423.0
2021-03-11 09:30:00,2021-03-11 21:30:00,1,57.0,2480.0,2423.0
2021-03-11 21:30:00,2021-03-12 10:45:00,-1,49.0,2480.0,2431.0
2021-03-12 10:45:00,2021-03-12 21:01:00,1,46.0,2477.0,2431.0
2021-03-12 21:01:00,2021-03-12 22:15:00,-1,32.0,2477.0,2445.0
2021-03-12 22:15:00,2021-03-15 09:45:00,1,30.0,2475.0,2445.0
2021-03-15 09:45:00,2021-03-15 11:30:00,-1,66.0,2475.0,2409.0
2021-03-15 11:30:00,2021-03-16 13:45:00,1,59.0,2468.0,2409.0
2021-03-16 13:45:00,2021-03-17 11:15:00,-1,61.0,2468.0,2407.0
2021-03-17 11:15:00,2021-03-17 14:15:00,1,40.0,2447.0,2407.0
2021-03-17 14:15:00,2021-03-19 14:15:00,-1,154.0,2447.0,2293.0
2021-03-19 14:15:00,2021-03-23 11:30:00,1,68.0,2361.0,2293.0
2021-03-23 11:30:00,2021-03-24 09:01:00,-1,34.0,2361.0,2327.0
2021-03-24 09:01:00,2021-03-24 14:30:00,1,32.0,2359.0,2327.0
2021-03-24 14:30:00,2021-03-25 10:45:00,-1,42.0,2359.0,2317.0
2021-03-25 10:45:00,2021-03-26 09:30:00,1,33.0,2350.0,2317.0
2021-03-26 09:30:00,2021-03-26 10:45:00,-1,24.0,2350.0,2326.0
2021-03-26 10:45:00,2021-03-29 09:01:00,1,61.0,2387.0,2326.0
2021-03-29 09:01:00,2021-03-29 11:30:00,-1,34.0,2387.0,2353.0
2021-03-29 11:30:00,2021-03-30 09:15:00,1,73.0,2426.0,2353.0
2021-03-30 09:15:00,2021-03-31 09:45:00,-1,32.0,2426.0,2394.0
2021-03-31 09:45:00,2021-03-31 13:45:00,1,14.0,2408.0,2394.0
2021-03-31 13:45:00,2021-04-01 09:01:00,-1,64.0,2408.0,2344.0
2021-04-01 09:01:00,2021-04-06 09:15:00,1,101.0,2445.0,2344.0
2021-04-06 09:15:00,2021-04-06 11:15:00,-1,34.0,2445.0,2411.0
2021-04-06 11:15:00,2021-04-06 22:15:00,1,54.0,2465.0,2411.0
2021-04-06 22:15:00,2021-04-07 10:15:00,-1,28.0,2465.0,2437.0
2021-04-07 10:15:00,2021-04-07 13:45:00,1,19.0,2456.0,2437.0
2021-04-07 13:45:00,2021-04-07 22:15:00,-1,28.0,2456.0,2428.0
2021-04-07 22:15:00,2021-04-08 11:00:00,1,26.0,2454.0,2428.0
2021-04-08 11:00:00,2021-04-09 11:00:00,-1,51.0,2454.0,2403.0
2021-04-09 11:00:00,2021-04-09 14:15:00,1,51.0,2454.0,2403.0
2021-04-09 14:15:00,2021-04-12 14:00:00,-1,118.0,2454.0,2336.0
2021-04-12 14:00:00,2021-04-13 21:15:00,1,54.0,2390.0,2336.0
2021-04-13 21:15:00,2021-04-14 09:30:00,-1,37.0,2390.0,2353.0
2021-04-14 09:30:00,2021-04-14 21:01:00,1,44.0,2397.0,2353.0
2021-04-14 21:01:00,2021-04-15 10:45:00,-1,21.0,2397.0,2376.0
2021-04-15 10:45:00,2021-04-16 09:30:00,1,103.0,2479.0,2376.0
2021-04-16 09:30:00,2021-04-16 22:00:00,-1,35.0,2479.0,2444.0
2021-04-16 22:00:00,2021-04-19 21:01:00,1,47.0,2491.0,2444.0
2021-04-19 21:01:00,2021-04-20 10:45:00,-1,39.0,2491.0,2452.0
2021-04-21 10:00:00,2021-04-21 13:45:00,1,28.0,2427.0,2399.0
2021-04-21 13:45:00,2021-04-21 21:01:00,-1,34.0,2427.0,2393.0
2021-04-21 21:01:00,2021-04-21 22:30:00,1,48.0,2441.0,2393.0
2021-04-21 22:30:00,2021-04-22 14:15:00,-1,44.0,2441.0,2397.0
2021-04-22 14:15:00,2021-04-22 21:15:00,1,30.0,2427.0,2397.0
2021-04-22 21:15:00,2021-04-23 11:00:00,-1,55.0,2427.0,2372.0
2021-04-23 11:00:00,2021-04-26 10:15:00,1,92.0,2464.0,2372.0
2021-04-26 10:15:00,2021-04-26 14:00:00,-1,42.0,2464.0,2422.0
2021-04-26 14:00:00,2021-04-27 13:45:00,1,62.0,2484.0,2422.0
2021-04-27 13:45:00,2021-04-28 10:00:00,-1,79.0,2484.0,2405.0
2021-04-28 10:00:00,2021-04-28 21:30:00,1,53.0,2458.0,2405.0
2021-04-28 21:30:00,2021-04-29 09:01:00,-1,30.0,2458.0,2428.0
2021-04-29 09:01:00,2021-04-29 21:15:00,1,71.0,2499.0,2428.0
2021-04-29 21:15:00,2021-04-29 22:30:00,-1,60.0,2499.0,2439.0
2021-04-29 22:30:00,2021-05-07 10:15:00,1,146.000244140625,2585.000244140625,2439.0
2021-05-07 10:15:00,2021-05-07 21:30:00,-1,38.000244140625,2585.000244140625,2547.0
2021-05-07 21:30:00,2021-05-10 09:01:00,1,71.000244140625,2618.000244140625,2547.0
2021-05-10 09:01:00,2021-05-11 09:01:00,-1,91.000244140625,2618.000244140625,2527.0
2021-05-11 09:01:00,2021-05-13 09:30:00,1,325.000244140625,2852.000244140625,2527.0
2021-05-13 09:30:00,2021-05-13 13:45:00,-1,163.0,2852.000244140625,2689.000244140625
2021-05-13 13:45:00,2021-05-13 22:30:00,1,137.0,2826.000244140625,2689.000244140625
2021-05-13 22:30:00,2021-05-14 11:30:00,-1,180.0,2826.000244140625,2646.000244140625
2021-05-14 11:30:00,2021-05-14 21:15:00,1,147.0,2793.000244140625,2646.000244140625
2021-05-14 21:15:00,2021-05-17 21:01:00,-1,131.0,2793.000244140625,2662.000244140625
2021-05-19 10:00:00,2021-05-19 14:00:00,1,48.0,2676.000244140625,2628.000244140625
2021-05-19 14:00:00,2021-05-19 22:45:00,-1,170.000244140625,2676.000244140625,2506.0
