start,end,direction,height,high,low
2021-01-08 11:16:00,2021-01-22 11:16:00,-1,75.0,2374.0,2299.0
2021-01-29 22:01:00,2021-02-10 14:16:00,1,76.0,2326.0,2250.0
2021-02-25 11:16:00,2021-03-04 21:01:00,1,83.0,2563.0,2480.0
2021-03-30 09:01:00,2021-04-23 10:01:00,1,82.0,2426.0,2344.0
2021-05-21 09:01:00,2021-06-01 21:01:00,-1,64.0,2601.0,2537.0
2021-06-16 09:01:00,2021-06-28 10:01:00,1,12.0,2541.0,2529.0
2021-06-30 09:01:00,2021-07-08 10:01:00,1,71.0,2639.0,2568.0
2021-07-19 11:16:00,2021-08-20 22:01:00,1,85.0,2763.0,2678.0
2021-08-23 21:01:00,2021-08-31 22:01:00,1,53.0,2850.0,2797.0
