start,end,direction,height,high,low
2021-01-06 22:30:00,2021-01-18 21:01:00,-1,34.0,2374.0,2340.0
2021-01-19 21:30:00,2021-01-22 11:15:00,-1,33.0,2321.0,2288.0
2021-01-29 22:00:00,2021-02-10 15:00:00,1,9.0,2326.0,2317.0
2021-02-18 22:30:00,2021-02-19 21:15:00,1,27.0,2399.0,2372.0
2021-02-22 09:15:00,2021-02-26 09:45:00,1,32.0,2463.0,2431.0
2021-03-01 09:01:00,2021-03-04 21:01:00,1,77.000244140625,2578.000244140625,2501.0
2021-03-11 09:30:00,2021-03-17 14:15:00,-1,46.0,2477.0,2431.0
2021-03-30 09:15:00,2021-04-01 09:01:00,1,14.0,2408.0,2394.0
2021-04-07 10:15:00,2021-04-09 14:15:00,-1,17.0,2454.0,2437.0
2021-04-21 10:00:00,2021-04-22 21:15:00,-1,28.0,2427.0,2399.0
2021-04-26 10:15:00,2021-04-29 22:30:00,1,42.0,2464.0,2422.0
2021-05-07 10:15:00,2021-05-11 09:01:00,1,38.000244140625,2585.000244140625,2547.0
2021-05-14 11:30:00,2021-05-19 14:00:00,-1,30.0,2676.000244140625,2646.000244140625
2021-05-25 10:45:00,2021-05-26 11:15:00,1,31.0,2599.0,2568.0
2021-05-27 15:00:00,2021-06-01 21:15:00,-1,10.0,2581.0,2571.0
2021-06-02 21:15:00,2021-06-07 09:01:00,-1,28.0,2526.0,2498.0
2021-06-15 09:15:00,2021-06-21 21:01:00,1,54.0,2503.0,2449.0
2021-06-23 22:30:00,2021-07-02 09:30:00,1,30.0,2600.0,2570.0
2021-07-13 14:15:00,2021-07-15 09:01:00,1,26.0,2659.0,2633.0
2021-07-19 13:45:00,2021-07-21 10:15:00,1,61.0,2756.0,2695.0
2021-08-03 21:01:00,2021-08-06 14:00:00,-1,47.0,2688.0,2641.0
2021-08-12 11:15:00,2021-08-16 21:45:00,1,23.0,2783.0,2760.0
2021-08-23 21:30:00,2021-09-03 09:45:00,1,53.0,2850.0,2797.0
2021-09-07 14:45:00,2021-09-10 15:00:00,1,26.0,3045.0,3019.0
2021-09-22 21:01:00,2021-09-24 10:45:00,1,3.0,3153.0,3150.0
2021-09-27 09:30:00,2021-09-29 11:00:00,1,39.0,3444.0,3405.0
